[description:"diagramm classes facultatif" end:"1591627395" entry:"1590746372" modified:"1591627396" project:"bd" status:"completed" uuid:"98f41e81-f9c5-4a9f-8246-77fafacb7691"]
[description:"diagramme en relation" end:"1591627396" entry:"1590746399" modified:"1591627396" project:"bd" status:"completed" uuid:"53260569-9ca3-4a74-bd03-73b183b7cf3e"]
[description:"verouiller table" end:"1591627396" entry:"1591403594" modified:"1591627396" project:"bd" status:"completed" uuid:"11010909-1a3e-4e6e-af3e-ccdfbca5d17e"]
[description:"fenetre popup" end:"1591627396" entry:"1591403613" modified:"1591627396" project:"bd" status:"completed" uuid:"d9aad3f8-d393-408b-ae74-bc82062d62fe"]
[description:"kinyarwanda" due:"1591040063" end:"1591403442" entry:"1590995111" imask:"9" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"c1b581a4-214a-4693-8249-77c7353f03e8"]
[description:"phantsper" due:"1590953663" end:"1591403442" entry:"1590995111" imask:"8" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"8d8eee8c-0e33-413b-8b6a-23c4c0aedfc3"]
[description:"phantsper" due:"1591040063" end:"1591403442" entry:"1590995111" imask:"9" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"d5c21b1d-0d8e-4d65-9e1f-508e5f61dd20"]
[description:"spirituel" due:"1591126457" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"b65e7a49-9a1d-4a90-899b-9bf77b05e499"]
[description:"rangement" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"c8a06bf4-accb-4d1e-9631-89de2b3a12b2" project:"récapitulatif" recur:"daily" status:"completed" uuid:"42949cdc-0c27-470b-b9a9-3a54d4dd549b"]
[description:"news" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"85a1355a-fba7-4838-a973-3cdf8a3c2774" project:"récapitulatif" recur:"daily" status:"completed" uuid:"7c99b479-d326-4b40-9814-1b63d74528db"]
[description:"activite" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"94e7675a-47fc-4d1b-a6eb-bf902e54a20a" project:"récapitulatif" recur:"daily" status:"completed" uuid:"cf5c5a49-e93e-45a7-93fc-bc858d5319e8"]
[description:"journal" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"a0726429-4072-46ec-86cf-eba8c2e0a84f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"2b08a9d9-b519-48a6-9607-accbda2e11ec"]
[description:"planning" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"9b8adc60-1c3d-4eb9-b825-ccdb076d998f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"34f5b2e9-c865-4163-9ee7-ce13ccc8169e"]
[description:"sac" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"f0097465-683e-459f-af1f-562c07f8ce86" project:"récapitulatif" recur:"daily" status:"completed" uuid:"27b0c49b-9f52-4445-a5a0-a353d21a2d5b"]
[description:"kinyarwanda" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"ac9c4b6b-2b93-4c84-a7ac-dbd400fbd537"]
[description:"phantsper" due:"1591126463" end:"1591403442" entry:"1591044906" imask:"10" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"63cfdfa1-6148-4e55-9a12-062d2a3c1146"]
[description:"spirituel" due:"1591126457" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"0ac87bdc-1739-4f44-89a7-c495223617ac"]
[description:"spirituel" due:"1591212857" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"f523924a-ddcd-4e1c-bcb2-6c107abac07b"]
[description:"actualiser cours" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"2104d273-df4a-494b-b706-ee6a6ebc4f51" project:"récapitulatif" recur:"daily" status:"completed" uuid:"96b7e2f3-50ab-406c-8990-282511708252"]
[description:"actualiser cours" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"2104d273-df4a-494b-b706-ee6a6ebc4f51" project:"récapitulatif" recur:"daily" status:"completed" uuid:"372338c4-155d-4ea7-bccc-7d7a30ff83f7"]
[description:"rangement" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"c8a06bf4-accb-4d1e-9631-89de2b3a12b2" project:"récapitulatif" recur:"daily" status:"completed" uuid:"cacc974a-3997-40aa-beae-09344412a2d2"]
[description:"rangement" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"c8a06bf4-accb-4d1e-9631-89de2b3a12b2" project:"récapitulatif" recur:"daily" status:"completed" uuid:"108f1178-2321-4be8-8f38-4705628f476a"]
[description:"news" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"85a1355a-fba7-4838-a973-3cdf8a3c2774" project:"récapitulatif" recur:"daily" status:"completed" uuid:"76524597-bdd0-45e8-8365-fa77538daf2d"]
[description:"news" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"85a1355a-fba7-4838-a973-3cdf8a3c2774" project:"récapitulatif" recur:"daily" status:"completed" uuid:"e3e3b585-2956-4837-8204-3aedef0ddfd9"]
[description:"activite" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"94e7675a-47fc-4d1b-a6eb-bf902e54a20a" project:"récapitulatif" recur:"daily" status:"completed" uuid:"7d5d1a2e-0779-42e7-b9f1-2274209aa7a6"]
[description:"activite" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"94e7675a-47fc-4d1b-a6eb-bf902e54a20a" project:"récapitulatif" recur:"daily" status:"completed" uuid:"517a6b32-bee8-4412-8c35-8e4445f6b2dd"]
[description:"journal" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"a0726429-4072-46ec-86cf-eba8c2e0a84f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"280169a1-39e4-40ff-83a9-f155a6ae6d6b"]
[description:"journal" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"a0726429-4072-46ec-86cf-eba8c2e0a84f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"31946bf2-e211-4cef-adff-64a60f07968e"]
[description:"planning" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"9b8adc60-1c3d-4eb9-b825-ccdb076d998f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"e2b001fe-18fb-4a0c-b843-177831d68808"]
[description:"planning" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"9b8adc60-1c3d-4eb9-b825-ccdb076d998f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"1279cb82-9170-4739-bd14-91bb2dfe2aca"]
[description:"sac" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"f0097465-683e-459f-af1f-562c07f8ce86" project:"récapitulatif" recur:"daily" status:"completed" uuid:"447b773c-bb44-4117-9085-0e2bf428df43"]
[description:"sac" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"f0097465-683e-459f-af1f-562c07f8ce86" project:"récapitulatif" recur:"daily" status:"completed" uuid:"a87ba774-bb00-4b24-9541-7636a9535e41"]
[description:"kinyarwanda" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"1bfc7a50-a49a-4cfa-af42-c34fdce11aa3"]
[description:"kinyarwanda" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"6a47de21-157c-419e-a439-2c8527b11cd2"]
[description:"phantsper" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"84c5fd44-7188-417d-960d-706b9491a88e"]
[description:"phantsper" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"dce4a0b8-eacd-4480-9d3c-875a4fbc9028"]
[description:"spirituel" due:"1591126457" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"c3916b2f-f673-41ba-9781-f34624244cbe"]
[description:"spirituel" due:"1591212857" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"1e11de90-6c60-4712-a0fe-5b0a70421eeb"]
[description:"actualiser cours" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"2104d273-df4a-494b-b706-ee6a6ebc4f51" project:"récapitulatif" recur:"daily" status:"completed" uuid:"c3cc0df9-17c3-4ef9-b1aa-51ed5696fd9a"]
[description:"actualiser cours" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"2104d273-df4a-494b-b706-ee6a6ebc4f51" project:"récapitulatif" recur:"daily" status:"completed" uuid:"4d2eb6a6-e75b-4d13-a2f1-b72c7f9dd3b7"]
[description:"rangement" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"c8a06bf4-accb-4d1e-9631-89de2b3a12b2" project:"récapitulatif" recur:"daily" status:"completed" uuid:"dca1cca1-6449-42e6-9ab2-8b7e3be1c9c6"]
[description:"rangement" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"c8a06bf4-accb-4d1e-9631-89de2b3a12b2" project:"récapitulatif" recur:"daily" status:"completed" uuid:"6d01f378-3b39-4c4d-9c5c-7b5cd81ebff3"]
[description:"news" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"85a1355a-fba7-4838-a973-3cdf8a3c2774" project:"récapitulatif" recur:"daily" status:"completed" uuid:"43ea58c5-428f-4d50-aae6-582fda52b0a7"]
[description:"news" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"85a1355a-fba7-4838-a973-3cdf8a3c2774" project:"récapitulatif" recur:"daily" status:"completed" uuid:"92c410d1-1dc0-4719-b0ad-01628b06f6db"]
[description:"activite" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"94e7675a-47fc-4d1b-a6eb-bf902e54a20a" project:"récapitulatif" recur:"daily" status:"completed" uuid:"3c4410f3-8ae2-48fe-978d-46227b65dbec"]
[description:"activite" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"94e7675a-47fc-4d1b-a6eb-bf902e54a20a" project:"récapitulatif" recur:"daily" status:"completed" uuid:"e888b92d-9b02-4d67-9cf7-ddb6681afc81"]
[description:"journal" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"a0726429-4072-46ec-86cf-eba8c2e0a84f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"9703a069-390a-4353-8ca1-66c2bf9bc081"]
[description:"journal" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"a0726429-4072-46ec-86cf-eba8c2e0a84f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"1def4158-05f5-4150-9d17-3fb82f9c91a6"]
[description:"planning" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"9b8adc60-1c3d-4eb9-b825-ccdb076d998f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"8bb17c5d-6c38-4cca-a511-379762c7d557"]
[description:"planning" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"9b8adc60-1c3d-4eb9-b825-ccdb076d998f" project:"récapitulatif" recur:"daily" status:"completed" uuid:"c39e7328-c5ca-45fa-8309-aee1d934750a"]
[description:"sac" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"f0097465-683e-459f-af1f-562c07f8ce86" project:"récapitulatif" recur:"daily" status:"completed" uuid:"b959ea7f-c28a-473a-a318-b7138cc06c1e"]
[description:"sac" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"f0097465-683e-459f-af1f-562c07f8ce86" project:"récapitulatif" recur:"daily" status:"completed" uuid:"dbf59d8b-ae56-4378-abd0-768758e2ac1d"]
[description:"kinyarwanda" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"459fa6f1-3de6-42c2-9bc2-eed29ccd634f"]
[description:"kinyarwanda" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"de1074a8-8fc4-4dba-9ba8-21afc8a8e59d" project:"récapitulatif" recur:"daily" status:"completed" uuid:"a3557ffb-a848-498c-9ed7-e5b07f2cccfb"]
[description:"phantsper" due:"1591126463" end:"1591403442" entry:"1591205651" imask:"10" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"5357fe78-70bd-4e87-9eb7-ffb3ba281d97"]
[description:"phantsper" due:"1591212863" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"4eb212bc-9666-45c6-9a7b-de55f9b7e1b4" project:"récapitulatif" recur:"daily" status:"completed" uuid:"8591650b-62e0-475a-a33c-fe7c9f0a9120"]
[description:"spirituel" due:"1591212857" end:"1591403442" entry:"1591205651" imask:"11" modified:"1591403442" parent:"0cd612cb-5605-4c8a-8ed2-6332c8195861" project:"récapitulatif" recur:"daily" status:"completed" uuid:"82e25f90-40cc-4b63-a74c-247137bc7240"]
